,name,description,units,valid values,var_type,min,max
0,all0000,Total number of trades including collections and indeterminates,Trades,0-90,numeric,0,90
1,all0060,"Total number of trades excluding collections opened after the most recent trade derogatory (including collections and indeterminates), or public record bankruptcy",Trades,0-90,numeric,0,90
2,all0061,"Total number of trades excluding collections opened after the most recent trade derogatory (excluding collections and including indeterminates), or public record bankruptcy",Trades,0-90,numeric,0,90
3,all0101,Total number of Fannie Mae trades including indeterminates,Trades,0-90,numeric,0,90
4,all0200,Total number of trades including collections,Trades,0-90,numeric,0,90
5,all0201,Total number of trades credit grantor cannot locate consumer including collections,Trades,0-90,numeric,0,90
6,all0206,Total number of trades legally paid in full for less than the full balance including collections,Trades,0-90,numeric,0,90
7,all0217,Total number of trades reported in the last 12 months including collections,Trades,0-90,numeric,0,90
8,all0300,Total number of trades excluding collections,Trades,0-90,numeric,0,90
9,all0303,Total number of trades under a non-government loan modification plan excluding collections,Trades,0-90,numeric,0,90
10,all0305,Total number of debt counseling trades excluding collections,Trades,0-90,numeric,0,90
11,all0316,Total number of trades reported in the last 6 months excluding collections,Trades,0-90,numeric,0,90
12,all0318,Total number of trades reported in the last 24 months excluding collections,Trades,0-90,numeric,0,90
13,all0336,Total number of trades opened in the last 6 months excluding collections,Trades,0-90,numeric,0,90
14,all0437,Total number of open trades opened in the last 12 months ,Trades,0-90,numeric,0,90
15,all0438,Total number of open trades opened in the last 24 months ,Trades,0-90,numeric,0,90
16,all0446,Total number of open trades opened at least 6 months reported in the last 6 months ,Trades,0-90,numeric,0,90
17,all0448,Total number of open trades opened at least 24 months reported in the last 6 months,Trades,0-90,numeric,0,90
18,all0700,Total number of closed trades excluding collections,Trades,0-90,numeric,0,90
19,all0726,Total number of trades closed by credit grantor in the last 6 months excluding collections,Trades,0-90,numeric,0,90
20,all0900,Total number of trades affected by natural disaster excluding collections,Trades,0-90,numeric,0,90
21,all1302,Total number of trades under a government loan modification plan never delinquent or derogatory,Trades,0-90,numeric,0,90
22,all1360,Total number of trades never delinquent or derogatory occurred in the last 6 months,Trades,0-90,numeric,0,90
23,all1370,Total number of trades never delinquent or derogatory occurred in the last 12 months,Trades,0-90,numeric,0,90
24,all1380,Total number of trades never delinquent or derogatory occurred in the last 24 months,Trades,0-90,numeric,0,90
25,all2000,Total number of open trades presently satisfactory reported in the last 6 months ,Trades,0-90,numeric,0,90
26,all2001,Total number of trades presently satisfactory that were ever 30 or more days delinquent or derogatory including collections,Trades,0-90,numeric,0,90
27,all2002,Total number of trades presently satisfactory that were ever 30 or more days delinquent or derogatory reported in the last 6 months including collections,Trades,0-90,numeric,0,90
28,all2003,Total number of trades presently satisfactory and with maximum delinquency of 30 days 1 or 2 times that occurred in the last 12 months,Trades,0-90,numeric,0,90
29,all2004,Total number of trades presently satisfactory and with maximum delinquency of 30 days that occurred in the last 12 months,Trades,0-90,numeric,0,90
30,all2005,Total number of open trades presently satisfactory reported in the last 6 months and opened 12 months or older,Trades,0-90,numeric,0,90
31,all2006,Total number of trades presently satisfactory and with maximum delinquency of 30 days that occurred more than 12 months ago,Trades,0-90,numeric,0,90
32,all2008,"Total number of trades never delinquent or derogatory opened after the most recent trade derogatory (excluding collections and including indeterminates), or public record bankruptcy",Trades,0-90,numeric,0,90
33,all2009,"Total number of trades never delinquent or derogatory opened after the most recent trade derogatory (including collections and indeterminates), or public record bankruptcy",Trades,0-90,numeric,0,90
34,all2011,Total number of trades presently satisfactory that were ever 30 or more days delinquent or derogatory excluding collections,Trades,0-90,numeric,0,90
35,all2012,Total number of trades presently satisfactory that were ever 30 or more days delinquent or derogatory reported in the last 6 months excluding collections,Trades,0-90,numeric,0,90
36,all2116,Total number of trades presently 30-180 days delinquent reported in the last 6 months ,Trades,0-90,numeric,0,90
37,all2136,Total number of trades presently 60 days delinquent reported in the last 6 months ,Trades,0-90,numeric,0,90
38,all2146,Total number of trades presently 60-180 days delinquent reported in the last 6 months ,Trades,0-90,numeric,0,90
39,all2166,Total number of trades presently 90 days delinquent reported in the last 6 months ,Trades,0-90,numeric,0,90
40,all2176,Total number of trades presently 90-180 days delinquent reported in the last 6 months ,Trades,0-90,numeric,0,90
41,all2196,Total number of trades presently 120-180 days delinquent reported in the last 6 months,Trades,0-90,numeric,0,90
42,all2201,"Total number of unsatisfied derogatory trades excluding collections, charge-offs and bankruptcies",Trades,0-90,numeric,0,90
43,all2216,Total number of trades presently derogatory occurred in the last 6 months excluding collections ,Trades,0-90,numeric,0,90
44,all2220,Total number of trades presently 30 or more days delinquent or derogatory excluding collections,Trades,0-90,numeric,0,90
45,all2226,Total number of trades presently 30 or more days delinquent or derogatory occurred in the last 6 months excluding collections,Trades,0-90,numeric,0,90
46,all2300,Total number of trades ever 30 days delinquent excluding collections and other unsatisfied derogatory,Trades,0-90,numeric,0,90
47,all2307,Total number of trades 30 days delinquent in the last 12 months excluding collections and other unsatisfied derogatory,Trades,0-90,numeric,0,90
48,all2309,Total number of trades 30 days delinquent in the last 36 months excluding collections and other unsatisfied derogatory,Trades,0-90,numeric,0,90
49,all2320,Total number of trades ever 30 or more days delinquent or derogatory including collections,Trades,0-90,numeric,0,90
50,all2321,"Total number of trades ever 30 days delinquent that occurred more than 2 times, or ever 60 or more days delinquent or derogatory including collections",Trades,0-90,numeric,0,90
51,all2326,Total number of trades ever 30 or more days delinquent or derogatory occurred in the last 6 months including collections,Trades,0-90,numeric,0,90
52,all2327,Total number of trades ever 30 or more days delinquent or derogatory occurred in the last 12 months including collections,Trades,0-90,numeric,0,90
53,all2330,Total number of trades ever 60 days delinquent excluding collections and other unsatisfied derogatory,Trades,0-90,numeric,0,90
54,all2339,Total number of trades 60 days delinquent in the last 36 months excluding collections and other unsatisfied derogatory,Trades,0-90,numeric,0,90
55,all2350,Total number of trades ever 60 or more days delinquent or derogatory including collections,Trades,0-90,numeric,0,90
56,all2351,"Total number of trades presently 30 days delinquent, or ever 60 or more days delinquent or derogatory including collections",Trades,0-90,numeric,0,90
57,all2356,Total number of trades ever 60 or more days delinquent or derogatory occurred in the last 6 months including collections,Trades,0-90,numeric,0,90
58,all2357,Total number of trades ever 60 or more days delinquent or derogatory occurred in the last 12 months including collections,Trades,0-90,numeric,0,90
59,all2358,Total number of trades ever 60 or more days delinquent or derogatory occurred in the last 24 months including collections,Trades,0-90,numeric,0,90
60,all2360,Total number of trades ever 90 days delinquent excluding collections and other unsatisfied derogatory,Trades,0-90,numeric,0,90
61,all2366,Total number of trades 90 days delinquent in the last 6 months excluding collections and other unsatisfied derogatory,Trades,0-90,numeric,0,90
62,all2367,Total number of trades 90 days delinquent in the last 12 months excluding collections and other unsatisfied derogatory,Trades,0-90,numeric,0,90
63,all2369,Total number of trades 90 days delinquent in the last 36 months excluding collections and other unsatisfied derogatory,Trades,0-90,numeric,0,90
64,all2380,Total number of trades ever 90 or more days delinquent or derogatory including collections,Trades,0-90,numeric,0,90
65,all2386,Total number of trades ever 90 or more days delinquent or derogatory occurred in the last 6 months including collections,Trades,0-90,numeric,0,90
66,all2387,Total number of trades ever 90 or more days delinquent or derogatory occurred in the last 12 months including collections,Trades,0-90,numeric,0,90
67,all2388,Total number of trades ever 90 or more days delinquent or derogatory occurred in the last 24 months including collections,Trades,0-90,numeric,0,90
68,all2390,"Total number of trades ever 90 or more days delinquent or derogatory including collections, or public records","Trades, PubRec",0-90,numeric,0,90
69,all2420,Total number of trades ever 30 or more days delinquent or derogatory excluding collections,Trades,0-90,numeric,0,90
70,all2421,Total number of trades ever 30 or more days delinquent or derogatory occurred in the last 6 months excluding collections,Trades,0-90,numeric,0,90
71,all2422,Total number of trades ever 30 or more days delinquent or derogatory occurred in the last 12 months excluding collections,Trades,0-90,numeric,0,90
72,all2423,Total number of trades ever 30 or more days delinquent or derogatory occurred in the last 24 months excluding collections,Trades,0-90,numeric,0,90
73,all2427,Total number of trades opened in the last 12 months ever 30 or more days delinquent or derogatory excluding collections,Trades,0-90,numeric,0,90
74,all2428,Total number of trades opened in the last 24 months ever 30 or more days delinquent or derogatory excluding collections,Trades,0-90,numeric,0,90
75,all2450,Total number of trades ever 60 or more days delinquent or derogatory excluding collections,Trades,0-90,numeric,0,90
76,all2456,Total number of trades ever 60 or more days delinquent or derogatory occurred in the last 6 months excluding collections,Trades,0-90,numeric,0,90
77,all2457,Total number of trades ever 60 or more days delinquent or derogatory occurred in the last 12 months excluding collections,Trades,0-90,numeric,0,90
78,all2480,Total number of trades ever 90 or more days delinquent or derogatory excluding collections,Trades,0-90,numeric,0,90
79,all2486,Total number of trades ever 90 or more days delinquent or derogatory occurred in the last 6 months excluding collections,Trades,0-90,numeric,0,90
80,all2487,Total number of trades ever 90 or more days delinquent or derogatory occurred in the last 12 months excluding collections,Trades,0-90,numeric,0,90
81,all2488,Total number of trades ever 90 or more days delinquent or derogatory occurred in the last 24 months excluding collections,Trades,0-90,numeric,0,90
82,all2490,"Total number of trades ever 90 or more days delinquent or derogatory excluding collections, and including public records","Trades, PubRec",0-90,numeric,0,90
83,all2700,Total number of trades ever derogatory including collections,Trades,0-90,numeric,0,90
84,all2702,Total number of trades with derogatory occurred in the last 6 months excluding collections,Trades,0-90,numeric,0,90
85,all2706,Total number of trades with derogatory occurred in the last 6 months including collections,Trades,0-90,numeric,0,90
86,all2707,Total number of trades with derogatory occurred in the last 12 months including collections,Trades,0-90,numeric,0,90
87,all2708,Total number of trades with derogatory occurred in the last 24 months including collections,Trades,0-90,numeric,0,90
88,all2720,"Total number of trades ever derogatory including collections, or public records ","Trades, PubRec",0-90,numeric,0,90
89,all2721,"Total number of trades ever derogatory excluding collections, and including public records ","Trades, PubRec",0-90,numeric,0,90
90,all2830,Total number of repossession trades,Trades,0-90,numeric,0,90
91,all2840,Total number of charge-off trades,Trades,0-90,numeric,0,90
92,all2841,Total number of unsatisfied charge-off trades,Trades,0-90,numeric,0,90
93,all2870,Total number of bankruptcy trades,Trades,0-90,numeric,0,90
94,all2874,Total number of bankruptcy trades with status date within the last 12 months,Trades,0-90,numeric,0,90
95,all2875,Total number of bankruptcy trades with status date within the last 24 months,Trades,0-90,numeric,0,90
96,all2880,Total number of trades with first payment never received excluding collections,Trades,0-90,numeric,0,90
97,all2900,Total number of trades with maximum delinquency of 30 days ever,Trades,0-90,numeric,0,90
98,all2907,Total number of trades with maximum delinquency of 30 days in the last 12 months,Trades,0-90,numeric,0,90
99,all2908,Total number of trades with maximum delinquency of 30 days in the last 24 months,Trades,0-90,numeric,0,90
100,all2930,Total number of trades with maximum delinquency of 60 days ever,Trades,0-90,numeric,0,90
101,all2936,Total number of trades with maximum delinquency of 60 days in the last 6 months,Trades,0-90,numeric,0,90
102,all2938,Total number of trades with maximum delinquency of 60 days in the last 24 months,Trades,0-90,numeric,0,90
103,all2940,Total number of trades with maximum delinquency of 60-180 days ever,Trades,0-90,numeric,0,90
104,all2947,Total number of trades with maximum delinquency of 60-180 days in the last 12 months,Trades,0-90,numeric,0,90
105,all2960,Total number of trades with maximum delinquency of 90 days ever,Trades,0-90,numeric,0,90
106,all2967,Total number of trades with maximum delinquency of 90 days in the last 12 months,Trades,0-90,numeric,0,90
107,all2968,Total number of trades with maximum delinquency of 90 days in the last 24 months,Trades,0-90,numeric,0,90
108,all2976,Total number of trades with maximum delinquency of 90-180 days in the last 6 months,Trades,0-90,numeric,0,90
109,all2997,Total number of trades with maximum delinquency of 120-180 days in the last 12 months,Trades,0-90,numeric,0,90
110,all2999,Total number of trades with maximum delinquency of 120-180 days in the last 36 months,Trades,0-90,numeric,0,90
111,all3110,Total number of trades with a balance > $0 excluding collections including indeterminates,Trades,0-90,numeric,0,90
112,all4000,Total number of occurrences of 30 days delinquency on trades excluding collections and other unsatisfied derogatory,Occurrences,0-990,numeric,0,990
113,all4001,"Total number of occurrences of 30 days delinquency on trades presently satisfactory, and with maximum delinquency of 30 days that occurred 1 or 2 times and more than 12 months ago, excluding collections and other unsatisfied derogatory",Occurrences,0-990,numeric,0,990
114,all4018,Total number of months with a balance activity on open trades in the last 24 months,Months,0-990,numeric,0,990
115,all4028,Total number of months with a satisfactory balance activity on open trades in the last 24 months,Months,0-990,numeric,0,990
116,all4060,Total number of occurrences of 30 days delinquency in the last 6 months on trades excluding collections and other unsatisfied derogatory,Occurrences,0-990,numeric,0,990
117,all4070,Total number of occurrences of 30 days delinquency in the last 12 months on trades excluding collections and other unsatisfied derogatory,Occurrences,0-990,numeric,0,990
118,all4080,Total number of occurrences of 30 days delinquency in the last 24 months on trades excluding collections and other unsatisfied derogatory,Occurrences,0-990,numeric,0,990
119,all4090,Total number of occurrences of 30 days delinquency in the last 36 months on trades excluding collections and other unsatisfied derogatory,Occurrences,0-990,numeric,0,990
120,all4190,Total number of occurrences of 30-180 days delinquency in the last 36 months on trades excluding collections and other unsatisfied derogatory,Occurrences,0-990,numeric,0,990
121,all4300,Total number of occurrences of 60 days delinquency on trades excluding collections and other unsatisfied derogatory,Occurrences,0-990,numeric,0,990
122,all4370,Total number of occurrences of 60 days delinquency in the last 12 months on trades excluding collections and other unsatisfied derogatory,Occurrences,0-990,numeric,0,990
123,all4380,Total number of occurrences of 60 days delinquency in the last 24 months on trades excluding collections and other unsatisfied derogatory,Occurrences,0-990,numeric,0,990
124,all4390,Total number of occurrences of 60 days delinquency in the last 36 months on trades excluding collections and other unsatisfied derogatory,Occurrences,0-990,numeric,0,990
125,all4400,Total number of occurrences of 60-180 days delinquency on trades excluding collections and other unsatisfied derogatory,Occurrences,0-990,numeric,0,990
126,all4460,Total number of occurrences of 60-180 days delinquency in the last 6 months on trades excluding collections and other unsatisfied derogatory,Occurrences,0-990,numeric,0,990
127,all4470,Total number of occurrences of 60-180 days delinquency in the last 12 months on trades excluding collections and other unsatisfied derogatory,Occurrences,0-990,numeric,0,990
128,all4480,Total number of occurrences of 60-180 days delinquency in the last 24 months on trades excluding collections and other unsatisfied derogatory,Occurrences,0-990,numeric,0,990
129,all4600,Total number of occurrences of 90 days delinquency on trades excluding collections and other unsatisfied derogatory,Occurrences,0-990,numeric,0,990
130,all4660,Total number of occurrences of 90 days delinquency in the last 6 months on trades excluding collections and other unsatisfied derogatory,Occurrences,0-990,numeric,0,990
